Order_ID,Customer_Name,Email,Product_ID,Product_Category,Quantity,Unit_Price,Shipping_Cost,Payment_Method,Delivery_Status,Order_Date
ORD-1789,,test@yahoo.com,P-100@,,1,441.45,,Paypal,Cancelled,08/17/2023
ORD-1352,Rohit,demo@outlook.com,P_300,Fashion,,283.48,,Credit Card,Delivered,23-04-2023
ORD-1698,S@nja y,user@gmail.com,P-100@,Home & Kitchen,5,316.07,,Paypal,Cancelled,07/16/2023
ORD-1981,S@nja y,user@gmail.com,P_300,Electronics,5,229.55,,Paypal,Pending,26-10-2023
ORD-2072,Priya,,P#200,Fashion,2,74.64,,Cash on Delivery,Pending,12-10-2023
ORD-1447,Rahul@,wrong@email@.com,,Fashion,10,200.84,,,Delivered,04-07-2023
ORD-2156,Priya,,P-100@,Electronics,2,411.28,,Credit Card,Pending,04-08-2023
ORD-1204,Rohit,demo@outlook.com,P-100@,Electronics,10,52.08,,Cash on Delivery,Delivered,06/15/2023
ORD-2023,Rohit,wrong@email@.com,P 400,Home & Kitchen,2,200.07,,Cash on Delivery,Delivered,03-08-2023
ORD-1969,S@nja y,wrong@email@.com,,Electronics,5,229.18,,,Pending,02-07-2023
ORD-1503,,wrong@email@.com,P 400,Home & Kitchen,5,291.83,,,Delivered,07/22/2023
ORD-1981,Neha!!,demo@outlook.com,,Fashion,2,463.94,,,,03-10-2023
ORD-1239,S@nja y,user@gmail.com,P-100@,Fashion,2,205.86,,,Cancelled,13-06-2023
ORD-1572,,wrong@email@.com,P_300,Electronics,,206.13,,Paypal,,17-02-2023
ORD-1096,,wrong@email@.com,,Fashion,2,381.88,,Credit Card,,06-04-2023
ORD-1027,,wrong@email@.com,,Fashion,,253.5,,Paypal,,11-05-2023
ORD-2184,Priya,test@yahoo.com,P#200,Fashion,5,151.07,,Credit Card,Cancelled,02/21/2023
ORD-1307,Ankit#,wrong@email@.com,P#200,Electronics,2,253.6,,Paypal,Cancelled,11/23/2023
ORD-2019,Rohit,test@yahoo.com,P-100@,,,113.39,,Net banking,Pending,06-02-2023
ORD-1455,Amit$,,P#200,Home & Kitchen,,129.37,,Credit Card,,31-10-2023
ORD-1127,Amit$,demo@outlook.com,P_300,Home & Kitchen,2,274.27,,Net banking,,03-11-2023
ORD-1798,Neha!!,user@gmail.com,,Home & Kitchen,10,238.52,,,Pending,02/22/2023
ORD-1358,Rahul@,wrong@email@.com,P#200,Electronics,,461.68,,Paypal,,05-10-2023
ORD-1239,Rohit,demo@outlook.com,P 400,,10,213.08,,Net banking,,10/23/2023
ORD-1842,Ankit#,user@gmail.com,,Electronics,1,311.26,,Credit Card,Cancelled,06/18/2023
ORD-1809,Amit$,,P 400,Electronics,,334.52,,Credit Card,Delivered,23-05-2023
ORD-1481,Priya,wrong@email@.com,P_300,Electronics,5,55.89,,Net banking,,11-08-2023
ORD-1385,Rahul@,user@gmail.com,P-100@,Home & Kitchen,10,348.59,,Cash on Delivery,,07-12-2023
ORD-1849,Rohit,demo@outlook.com,P_300,Fashion,,130.12,,,Pending,03-04-2023
ORD-1322,Amit$,,P#200,Electronics,5,482.48,,Net banking,Pending,31-12-2023
ORD-1934,Amit$,wrong@email@.com,P#200,Home & Kitchen,10,116.9,,Net banking,Cancelled,10/16/2023
ORD-1013,,demo@outlook.com,P-100@,Fashion,1,236.58,,,Delivered,07/15/2023
ORD-2006,Rohit,,P-100@,Home & Kitchen,5,88.41,,,Cancelled,06-03-2023
ORD-1416,Neha!!,,P_300,Home & Kitchen,,498.59,,,Cancelled,02-12-2023
ORD-1573,Priya,wrong@email@.com,P#200,Electronics,2,275.99,,Paypal,Cancelled,13-08-2023
ORD-2113,,test@yahoo.com,P#200,Home & Kitchen,10,317.92,,Credit Card,Delivered,10/14/2023
ORD-1393,Amit$,demo@outlook.com,P_300,Home & Kitchen,1,80.18,,Cash on Delivery,Pending,11-03-2023
ORD-1125,Neha!!,test@yahoo.com,P#200,Home & Kitchen,,387.48,,Paypal,Delivered,27-11-2023
ORD-1275,Neha!!,demo@outlook.com,P 400,Fashion,5,144.46,,,Cancelled,03/31/2023
ORD-1845,Neha!!,user@gmail.com,,Electronics,2,454.12,,Net banking,Delivered,15-06-2023
ORD-1826,,test@yahoo.com,P#200,Fashion,10,142.31,,Paypal,Delivered,23-09-2023
ORD-1978,Ankit#,demo@outlook.com,,,5,135.81,,Credit Card,,15-12-2023
ORD-1697,Ankit#,,P 400,Electronics,,66.45,,Credit Card,,11/21/2023
ORD-1381,Neha!!,user@gmail.com,P 400,Electronics,2,262.43,,Credit Card,Delivered,07/17/2023
ORD-1354,Rohit,demo@outlook.com,P 400,,2,304.18,,,Cancelled,01/15/2023
ORD-1564,,,P 400,Electronics,10,79.57,,Paypal,,21-10-2023
ORD-1671,Neha!!,user@gmail.com,P#200,Fashion,,398.99,,Credit Card,,05/14/2023
ORD-1683,Ankit#,,P 400,Electronics,10,253.98,,Paypal,Pending,14-11-2023
ORD-1150,Amit$,user@gmail.com,P_300,Fashion,5,285.98,,Credit Card,Delivered,10/24/2023
ORD-1726,S@nja y,wrong@email@.com,P#200,Electronics,1,248.34,,,,08-05-2023
ORD-1005,Amit$,demo@outlook.com,,Home & Kitchen,5,230.34,,Credit Card,Delivered,05-10-2023
ORD-2032,,user@gmail.com,P 400,Fashion,1,301.84,,Cash on Delivery,Pending,02/26/2023
ORD-1806,Rahul@,user@gmail.com,P_300,Fashion,,119.86,,Cash on Delivery,Delivered,05/15/2023
ORD-1878,Rohit,test@yahoo.com,P-100@,Home & Kitchen,1,131.87,,Cash on Delivery,Pending,07-07-2023
ORD-1721,Rohit,,P_300,,5,437.8,,Net banking,Pending,09-02-2023
ORD-2097,Priya,,P 400,,5,475.75,,Paypal,,11/21/2023
ORD-1417,S@nja y,demo@outlook.com,,Home & Kitchen,5,217.99,,Paypal,Cancelled,05-10-2023
ORD-1910,Rohit,demo@outlook.com,,Home & Kitchen,10,171.84,,Cash on Delivery,Pending,06-06-2023
 ORD-2100 ,S@nja y,wrong@email@.com,P-100@,Fashion,1,339.8,,Credit Card,Delivered,10/27/2023
ORD-1679,Amit$,,P 400,,,233.93,,Paypal,Pending,08-07-2023
ORD-1925,Amit$,,P-100@,Home & Kitchen,10,61.42,,Paypal,,06/25/2023
ORD-1018,Neha!!,,P#200,,5,120.27,,Net banking,Delivered,01-10-2023
ORD-1159,Rahul@,demo@outlook.com,P#200,,2,372.19,,Cash on Delivery,,07/23/2023
 ORD-1980 ,Neha!!,user@gmail.com,P-100@,Fashion,10,346.52,,Paypal,Pending,31-08-2023
ORD-1974,Rahul@,test@yahoo.com,P#200,,1,62.19,,Credit Card,Delivered,10-04-2023
 ORD-2140 ,Priya,,,Fashion,10,149.89,,,,30-08-2023
 ORD-1280 ,Ankit#,user@gmail.com,,Home & Kitchen,5,153.98,,Cash on Delivery,Cancelled,13-11-2023
ORD-1678,Rohit,user@gmail.com,P 400,,1,352.35,,Paypal,Pending,06-03-2023
ORD-1114,,wrong@email@.com,P 400,,2,58.87,,,,03-10-2023
ORD-1270,,user@gmail.com,P-100@,Electronics,1,96.85,,Net banking,Pending,27-05-2023
ORD-1299,Amit$,test@yahoo.com,P-100@,Electronics,10,409.96,,Credit Card,Delivered,18-05-2023
ORD-2153,Amit$,test@yahoo.com,P#200,,10,130.35,,,Pending,11/28/2023
ORD-2048,S@nja y,,P 400,Fashion,1,343.74,,Paypal,Cancelled,04/30/2023
ORD-1658,Ankit#,,P-100@,,5,157.18,,Cash on Delivery,Cancelled,01-08-2023
ORD-1783,Amit$,,P-100@,Fashion,5,94.75,,Paypal,Delivered,07/21/2023
ORD-1107,Rohit,wrong@email@.com,P#200,Home & Kitchen,10,159.43,,Credit Card,Pending,19-08-2023
ORD-2139,Rohit,test@yahoo.com,,,5,375.02,,Net banking,Pending,10/27/2023
ORD-1606,Ankit#,test@yahoo.com,P 400,Fashion,2,435.06,,Cash on Delivery,Delivered,23-06-2023
ORD-1192,Neha!!,wrong@email@.com,P#200,Fashion,10,423.6,,,Cancelled,01/30/2023
ORD-2021,Neha!!,,P-100@,Electronics,2,228.73,,Credit Card,,08/15/2023
ORD-1591,Rahul@,,P#200,,2,350.64,,,Cancelled,28-08-2023
ORD-1564,Amit$,,,Home & Kitchen,10,142.24,,Paypal,Delivered,12-07-2023
ORD-1124,,user@gmail.com,P_300,Fashion,,181.92,,Net banking,,29-12-2023
ORD-1693,Neha!!,test@yahoo.com,P 400,Home & Kitchen,2,453.35,,Credit Card,Cancelled,23-02-2023
ORD-1321,,wrong@email@.com,,Fashion,1,55.85,,Paypal,Cancelled,01-06-2023
ORD-1082,,user@gmail.com,P#200,Electronics,5,88.48,,Paypal,Delivered,09-10-2023
ORD-1382,Rahul@,demo@outlook.com,P#200,Fashion,10,143.55,,Net banking,Delivered,06-10-2023
ORD-1052,Priya,wrong@email@.com,P-100@,Fashion,2,61.94,,,Delivered,10/21/2023
ORD-1149,Rahul@,test@yahoo.com,P-100@,Electronics,10,131.65,,Paypal,,31-01-2023
ORD-2168,Rohit,user@gmail.com,P 400,Home & Kitchen,2,312.37,,Credit Card,,05-02-2023
 ORD-1980 ,,demo@outlook.com,P#200,Electronics,5,239.64,,Cash on Delivery,Pending,19-09-2023
ORD-2017,Priya,user@gmail.com,,Fashion,2,451.7,,Net banking,,02/17/2023
ORD-1296,Rohit,test@yahoo.com,P_300,Electronics,5,417.85,,Cash on Delivery,Delivered,11-04-2023
ORD-2157,Amit$,test@yahoo.com,P#200,Electronics,2,203.82,,Cash on Delivery,,02-02-2023
 ORD-1060 ,Rahul@,test@yahoo.com,P 400,Fashion,2,166.74,,,Pending,12-12-2023
ORD-2081,Ankit#,,P 400,,5,220.86,,Net banking,,10-06-2023
ORD-2158,Rahul@,,P#200,,1,315.63,,Net banking,Delivered,01-09-2023
ORD-1168,S@nja y,demo@outlook.com,P 400,Fashion,,170.63,,Net banking,Delivered,23-05-2023
ORD-1491,,,,Electronics,10,330.87,,Paypal,Pending,19-02-2023
ORD-1193,,user@gmail.com,P#200,Fashion,1,234.24,,Paypal,Cancelled,07-02-2023
ORD-1649,Rohit,test@yahoo.com,,,5,298.42,,,Cancelled,07/31/2023
ORD-1354,Rahul@,demo@outlook.com,P#200,Home & Kitchen,2,246.26,,Credit Card,Cancelled,09-11-2023
ORD-2037,Ankit#,test@yahoo.com,P 400,,2,182.51,,Paypal,Cancelled,31-05-2023
ORD-1016,Neha!!,wrong@email@.com,P#200,,2,476.8,,Paypal,Cancelled,06/26/2023
ORD-1154,Priya,,P#200,Fashion,10,393.62,,Cash on Delivery,,05/26/2023
ORD-1336,Priya,demo@outlook.com,P-100@,,,113.05,,Paypal,Pending,05/22/2023
ORD-1433,Neha!!,wrong@email@.com,,Electronics,,440.81,,,Delivered,11/14/2023
ORD-1407,Ankit#,wrong@email@.com,P#200,Electronics,,269.34,,Net banking,Cancelled,10-02-2023
ORD-1001,S@nja y,test@yahoo.com,P 400,,1,452.55,,,Cancelled,15-10-2023
ORD-1417,Neha!!,demo@outlook.com,P#200,,2,409.93,,Credit Card,Cancelled,08/18/2023
ORD-1052,Ankit#,test@yahoo.com,P_300,Electronics,,241.35,,,,12-09-2023
ORD-1295,Neha!!,test@yahoo.com,P#200,,2,60.11,,Cash on Delivery,Cancelled,06-05-2023
 ORD-2020 ,Rahul@,demo@outlook.com,,Home & Kitchen,1,170.9,,,Cancelled,13-04-2023
ORD-1227,Amit$,user@gmail.com,P 400,Fashion,,293.74,,,Cancelled,04-02-2023
ORD-2056,Neha!!,wrong@email@.com,P#200,Electronics,10,335.07,,Credit Card,Cancelled,09/16/2023
ORD-1670,Priya,demo@outlook.com,P 400,,5,166.05,,Cash on Delivery,Delivered,05/14/2023
ORD-1062,Ankit#,user@gmail.com,P-100@,Fashion,5,112.71,,Cash on Delivery,Cancelled,06-07-2023
ORD-1687,S@nja y,user@gmail.com,P_300,Fashion,1,425.72,,,Cancelled,18-03-2023
ORD-1484,Neha!!,,,Home & Kitchen,5,492.98,,Net banking,,20-04-2023
ORD-1808,Rohit,demo@outlook.com,P 400,,2,286.56,,Paypal,Pending,10-03-2023
ORD-1767,S@nja y,,P_300,Fashion,10,127.26,,,Cancelled,18-05-2023
ORD-2176,Priya,user@gmail.com,P 400,Home & Kitchen,2,172.54,,,Delivered,07-01-2023
ORD-2132,Neha!!,demo@outlook.com,,,5,58.28,,Paypal,Cancelled,25-10-2023
ORD-2078,Ankit#,demo@outlook.com,,Electronics,10,461.43,,,,10-05-2023
ORD-1543,Rohit,,,Home & Kitchen,2,102.99,,Cash on Delivery,Pending,08-06-2023
ORD-1384,Rohit,demo@outlook.com,P_300,Home & Kitchen,1,309.43,,Paypal,Pending,07/20/2023
ORD-1593,S@nja y,user@gmail.com,P#200,Electronics,2,173.32,,,Cancelled,05-04-2023
ORD-1658,Rohit,user@gmail.com,P_300,Home & Kitchen,5,299.38,,Credit Card,Cancelled,23-12-2023
ORD-1328,Priya,test@yahoo.com,,Fashion,10,343.14,,Credit Card,,05-07-2023
ORD-2176,Ankit#,wrong@email@.com,,Electronics,5,423.38,,Net banking,Delivered,24-05-2023
ORD-1167,Amit$,demo@outlook.com,,,1,142.89,,Paypal,Cancelled,07/13/2023
ORD-2092,Rohit,test@yahoo.com,P 400,Electronics,10,54.95,,Cash on Delivery,,03-05-2023
ORD-1094,,demo@outlook.com,P_300,Fashion,10,111.6,,Cash on Delivery,,08-01-2023
ORD-1269,Rahul@,,P_300,,1,455.01,,Cash on Delivery,Delivered,11/22/2023
ORD-1217,Amit$,test@yahoo.com,P#200,,1,443.25,,Paypal,Delivered,03-06-2023
ORD-1749,Priya,wrong@email@.com,,Home & Kitchen,,318.84,,Cash on Delivery,Delivered,04/23/2023
ORD-1228,Rohit,demo@outlook.com,P_300,,2,320.23,,Paypal,Delivered,31-03-2023
ORD-1984,,,,Electronics,2,349.27,,,Delivered,21-02-2023
ORD-2139,,,P#200,Electronics,10,128.92,,,Delivered,09/24/2023
ORD-1998,Ankit#,test@yahoo.com,P#200,Fashion,2,461.49,,,,03/21/2023
ORD-1845,Rohit,test@yahoo.com,P-100@,Electronics,10,238.45,,Paypal,Pending,15-04-2023
ORD-1887,Rahul@,user@gmail.com,P_300,Fashion,2,222.41,,Paypal,Pending,07-04-2023
ORD-1576,S@nja y,,P-100@,Home & Kitchen,1,283.51,,Paypal,,13-11-2023
ORD-1485,Amit$,test@yahoo.com,P#200,Electronics,1,71.13,,Paypal,,03/24/2023
ORD-1695,Ankit#,,P#200,Fashion,5,124.83,,Credit Card,Delivered,01-12-2023
ORD-1589,Amit$,test@yahoo.com,P 400,Fashion,2,382.12,,Credit Card,Delivered,12-10-2023
ORD-1924,Neha!!,user@gmail.com,,Fashion,2,87.26,,,Delivered,05-10-2023
ORD-1663,S@nja y,test@yahoo.com,,,2,321.42,,Credit Card,Delivered,02/23/2023
ORD-1594,Rohit,demo@outlook.com,P-100@,Fashion,10,160.41,,Net banking,Cancelled,03-01-2023
ORD-1013,Priya,user@gmail.com,P#200,Electronics,2,225.18,,,,11/17/2023
ORD-1646,Rohit,demo@outlook.com,P 400,Electronics,2,179.91,,Credit Card,Cancelled,16-06-2023
ORD-1937,Rahul@,user@gmail.com,P 400,,2,210.05,,Net banking,Delivered,06-04-2023
ORD-2103,Ankit#,,P#200,,1,373.57,,Cash on Delivery,Cancelled,17-05-2023
ORD-1932,Rahul@,user@gmail.com,P#200,Electronics,10,183.7,,,Cancelled,06-07-2023
ORD-1964,Rahul@,wrong@email@.com,P-100@,Fashion,2,304.88,,Credit Card,,22-01-2023
ORD-1694,Amit$,demo@outlook.com,P#200,,1,264.22,,Net banking,,19-09-2023
ORD-1777,Ankit#,wrong@email@.com,P 400,,10,348.65,,Paypal,,06/14/2023
ORD-2046,Priya,wrong@email@.com,,Electronics,2,471.57,,Cash on Delivery,Delivered,14-02-2023
ORD-1094,Rahul@,test@yahoo.com,P#200,,5,379.66,,Credit Card,,12/31/2023
ORD-1642,S@nja y,,P#200,,,146.72,,,Delivered,08-11-2023
ORD-1482,,wrong@email@.com,P-100@,,,64.03,,Credit Card,Cancelled,28-10-2023
ORD-2170,Ankit#,,P 400,Fashion,2,168.02,,Net banking,,25-05-2023
ORD-1675,Ankit#,user@gmail.com,P_300,,,317.79,,Paypal,Pending,05/18/2023
ORD-1909,Priya,,P-100@,,10,73.14,,Net banking,Cancelled,02/24/2023
ORD-1918,Priya,,P-100@,,5,273.36,,Net banking,Cancelled,12-04-2023
ORD-1602,Rohit,test@yahoo.com,P 400,Home & Kitchen,10,318.58,,Credit Card,Pending,28-01-2023
ORD-1642,Amit$,,P 400,Home & Kitchen,1,200.41,,,,19-02-2023
ORD-1664,Priya,demo@outlook.com,P 400,Fashion,10,396.91,,Credit Card,Delivered,02-04-2023
ORD-1002,Amit$,wrong@email@.com,P 400,Fashion,1,97.97,,,,10/30/2023
ORD-1225,Neha!!,wrong@email@.com,,Fashion,2,83.81,,Cash on Delivery,Delivered,02/22/2023
ORD-1068,Ankit#,,P_300,Fashion,10,377.68,,Cash on Delivery,Cancelled,11-12-2023
ORD-2010,Rohit,demo@outlook.com,P-100@,Fashion,2,272.97,,Credit Card,,28-03-2023
ORD-1930,Rohit,wrong@email@.com,P#200,,2,359.78,,,Pending,13-09-2023
ORD-1306,Neha!!,,P#200,,5,245.67,,Paypal,Pending,02-10-2023
ORD-1982,Amit$,user@gmail.com,P-100@,Electronics,1,160.88,,Net banking,Pending,03/22/2023
ORD-1464,Rohit,test@yahoo.com,P#200,Electronics,5,418.6,,Credit Card,,13-04-2023
ORD-2064,S@nja y,wrong@email@.com,P#200,,5,409.74,,Net banking,Delivered,06-12-2023
ORD-1766,Rahul@,,P_300,Fashion,,362.61,,Paypal,Delivered,02/27/2023
ORD-1304,S@nja y,demo@outlook.com,P 400,,,172.47,,,,27-05-2023
ORD-1743,Neha!!,wrong@email@.com,P#200,Electronics,5,315.6,,Net banking,Delivered,27-03-2023
ORD-1203,Priya,wrong@email@.com,P-100@,Electronics,10,212.44,,Cash on Delivery,,12-10-2023
ORD-1918,Neha!!,wrong@email@.com,P-100@,,5,91.21,,Net banking,Delivered,09/22/2023
 ORD-1540 ,Priya,wrong@email@.com,P 400,Home & Kitchen,1,462.79,,,Cancelled,12-07-2023
ORD-1016,,user@gmail.com,P 400,,1,111.57,,Credit Card,Delivered,08/30/2023
 ORD-1420 ,Priya,,P#200,Fashion,,477.61,,Net banking,Delivered,10/21/2023
ORD-1357,,demo@outlook.com,,Electronics,2,250.7,,Credit Card,,03-07-2023
ORD-1129,S@nja y,user@gmail.com,P#200,Home & Kitchen,1,133.31,,,Pending,01/15/2023
ORD-1542,S@nja y,wrong@email@.com,P-100@,Fashion,5,293.86,,Credit Card,,28-03-2023
ORD-1494,Priya,user@gmail.com,,Home & Kitchen,1,442.83,,Cash on Delivery,Delivered,01/16/2023
ORD-1197,Ankit#,test@yahoo.com,P_300,Home & Kitchen,1,379.5,,Net banking,,12-11-2023
ORD-1053,Ankit#,user@gmail.com,P_300,Electronics,,412.95,,Cash on Delivery,Cancelled,06/30/2023
ORD-1309,Rohit,wrong@email@.com,P#200,,,346.45,,Net banking,Delivered,09-08-2023
ORD-2030,S@nja y,user@gmail.com,P#200,,2,361.52,,Credit Card,Delivered,02/27/2023
ORD-1747,Rahul@,demo@outlook.com,P 400,Fashion,1,432.14,,,Pending,01-07-2023
ORD-1903,Rahul@,wrong@email@.com,,Home & Kitchen,,162.35,,,,12-04-2023
ORD-2182,Priya,test@yahoo.com,P-100@,Fashion,10,270.24,,Cash on Delivery,Pending,02-02-2023
ORD-1507,Ankit#,demo@outlook.com,P#200,,,149.54,,Credit Card,Pending,04-02-2023
ORD-1292,Neha!!,user@gmail.com,,Fashion,5,494.45,,Paypal,Pending,10/31/2023
ORD-1523,,wrong@email@.com,,,5,474.83,,Net banking,,03/13/2023
ORD-1838,Rahul@,demo@outlook.com,P#200,Electronics,,67.74,,Credit Card,Pending,01-01-2023
ORD-2089,Neha!!,demo@outlook.com,P 400,Home & Kitchen,1,367.51,,Paypal,Delivered,01/24/2023
ORD-2162,Ankit#,demo@outlook.com,P#200,Fashion,10,466.36,,Credit Card,Delivered,15-04-2023
ORD-1721,Amit$,demo@outlook.com,,Electronics,5,131.26,,Credit Card,Pending,29-07-2023
ORD-1414,Neha!!,demo@outlook.com,P 400,,10,305.58,,Cash on Delivery,Pending,25-10-2023
ORD-1498,S@nja y,wrong@email@.com,P#200,Electronics,5,461.97,,Net banking,Pending,04-07-2023
ORD-2081,Amit$,user@gmail.com,,Fashion,1,65.28,,Cash on Delivery,Cancelled,11/26/2023
ORD-1975,Amit$,user@gmail.com,P-100@,,,363.84,,Credit Card,Pending,15-06-2023
ORD-1181,Ankit#,wrong@email@.com,,Electronics,1,183.81,,Paypal,Pending,04-11-2023
ORD-1171,S@nja y,user@gmail.com,P-100@,Fashion,5,465.98,,Credit Card,Delivered,08/30/2023
ORD-2115,Rahul@,user@gmail.com,P_300,Home & Kitchen,1,486.98,,Cash on Delivery,Pending,05-07-2023
ORD-1936,Ankit#,,P_300,,2,474.92,,Paypal,Cancelled,10/28/2023
ORD-1331,,,P 400,,5,263.4,,Net banking,Cancelled,04/27/2023
ORD-1656,Priya,user@gmail.com,P-100@,Fashion,2,437.92,,,,04-08-2023
ORD-1614,Amit$,wrong@email@.com,P_300,Fashion,2,430.05,,Net banking,Cancelled,22-03-2023
ORD-1659,Neha!!,demo@outlook.com,P-100@,Electronics,5,193.6,,Cash on Delivery,Cancelled,26-08-2023
ORD-1159,Rohit,,P#200,Fashion,5,423.01,,Cash on Delivery,Delivered,10-12-2023
ORD-1845,Rohit,demo@outlook.com,P_300,Fashion,2,66.65,,Net banking,,27-03-2023
ORD-1949,Amit$,wrong@email@.com,,,10,318.32,,Credit Card,,02-06-2023
ORD-1086,Amit$,demo@outlook.com,,Fashion,2,153.5,,Cash on Delivery,Cancelled,24-06-2023
ORD-1971,,demo@outlook.com,P 400,Electronics,,104.26,,Paypal,Delivered,10/18/2023
ORD-1807,Amit$,user@gmail.com,P-100@,Home & Kitchen,2,84.63,,Net banking,Delivered,01-03-2023
ORD-1303,Neha!!,user@gmail.com,P 400,Home & Kitchen,10,363.33,,,Delivered,01/16/2023
ORD-2124,Rohit,test@yahoo.com,P_300,,1,202.94,,Paypal,Pending,08-10-2023
ORD-2098,Rohit,test@yahoo.com,P-100@,,5,376.15,,Cash on Delivery,,03-11-2023
ORD-1903,Rahul@,user@gmail.com,P-100@,Home & Kitchen,,79.41,,,,25-04-2023
ORD-2043,Rohit,test@yahoo.com,P-100@,Home & Kitchen,,191.88,,Net banking,,19-05-2023
ORD-1704,Rohit,test@yahoo.com,,Electronics,2,292.77,,Cash on Delivery,Cancelled,02/23/2023
ORD-1074,Rahul@,demo@outlook.com,P-100@,Electronics,10,405.83,,Credit Card,Cancelled,21-03-2023
ORD-1072,Amit$,test@yahoo.com,P#200,,1,193.44,,Cash on Delivery,Pending,16-04-2023
ORD-1871,S@nja y,test@yahoo.com,P#200,Electronics,10,331.65,,Net banking,Cancelled,01-04-2023
ORD-1556,Rahul@,demo@outlook.com,P-100@,Home & Kitchen,10,448.69,,Paypal,,20-07-2023
 ORD-1280 ,Priya,test@yahoo.com,,Home & Kitchen,10,327.14,,Paypal,Cancelled,15-10-2023
ORD-1655,Ankit#,user@gmail.com,P 400,Electronics,2,154.83,,,Delivered,15-04-2023
ORD-1722,Neha!!,demo@outlook.com,P#200,Home & Kitchen,5,60.98,,Net banking,,23-04-2023
ORD-1263,Priya,user@gmail.com,P-100@,Home & Kitchen,10,441.54,,Net banking,Delivered,09-09-2023
ORD-1998,Amit$,,P-100@,Home & Kitchen,5,59.57,,Credit Card,Cancelled,03/27/2023
ORD-1339,Rahul@,test@yahoo.com,P-100@,Home & Kitchen,10,443.62,,,Pending,05-08-2023
ORD-1424,Priya,test@yahoo.com,P#200,Electronics,5,288.02,,,,20-07-2023
ORD-2037,Rohit,test@yahoo.com,P-100@,,,472.58,,Cash on Delivery,Pending,10/25/2023
ORD-1413,Ankit#,wrong@email@.com,,Fashion,1,409.45,,Credit Card,Cancelled,24-12-2023
ORD-1243,S@nja y,,P-100@,,10,499.07,,Net banking,,30-09-2023
ORD-1807,Amit$,test@yahoo.com,,,5,207.82,,Net banking,,12-04-2023
ORD-1695,Priya,test@yahoo.com,P_300,Electronics,5,395.23,,Cash on Delivery,Cancelled,10-03-2023
ORD-1879,Priya,test@yahoo.com,,Home & Kitchen,1,230.87,,Cash on Delivery,,26-11-2023
ORD-1194,S@nja y,wrong@email@.com,P#200,Electronics,1,265.94,,Credit Card,Delivered,31-07-2023
ORD-1323,Amit$,demo@outlook.com,P-100@,,2,332.38,,Net banking,Pending,11-07-2023
ORD-1928,Priya,demo@outlook.com,P-100@,,5,443.15,,Credit Card,,10/20/2023
ORD-2102,Neha!!,demo@outlook.com,P-100@,Electronics,2,492.84,,Cash on Delivery,Delivered,04/21/2023
ORD-1045,Rahul@,,P-100@,,5,395.72,,Net banking,Delivered,02-05-2023
ORD-1047,S@nja y,user@gmail.com,P-100@,Electronics,5,238,,,Pending,02/19/2023
 ORD-1560 ,S@nja y,user@gmail.com,P-100@,Electronics,1,239.61,,Cash on Delivery,,04-03-2023
ORD-1390,,user@gmail.com,P-100@,Electronics,1,381.91,,Cash on Delivery,Pending,26-08-2023
ORD-1126,Amit$,demo@outlook.com,P-100@,Fashion,10,157.45,,Net banking,Cancelled,25-06-2023
ORD-1947,Ankit#,test@yahoo.com,P-100@,Home & Kitchen,1,99.71,,Credit Card,Delivered,12-03-2023
ORD-1616,Rohit,test@yahoo.com,P-100@,Fashion,,209.58,,,Cancelled,04-09-2023
ORD-2111,,user@gmail.com,P_300,Fashion,2,179.26,,Paypal,Cancelled,02-11-2023
ORD-1291,Rahul@,demo@outlook.com,P-100@,,5,183.34,,Net banking,Pending,07-09-2023
ORD-1121,Priya,test@yahoo.com,P#200,Home & Kitchen,1,155.12,,Net banking,Delivered,24-02-2023
ORD-1879,Priya,test@yahoo.com,P-100@,Fashion,2,68.94,,Cash on Delivery,,29-11-2023
ORD-1327,,wrong@email@.com,P_300,,,58.04,,Credit Card,Pending,02-07-2023
ORD-1324,Amit$,demo@outlook.com,,,1,494.48,,Paypal,Pending,08-07-2023
ORD-1871,Ankit#,test@yahoo.com,,Home & Kitchen,2,242.5,,Credit Card,Cancelled,17-12-2023
ORD-1405,Priya,test@yahoo.com,P 400,Electronics,1,222.95,,Paypal,Pending,06/14/2023
ORD-1323,S@nja y,demo@outlook.com,P 400,Fashion,5,355.84,,Paypal,Pending,02-01-2023
ORD-1542,Rohit,wrong@email@.com,P_300,Home & Kitchen,5,148.21,,Paypal,Delivered,28-01-2023
 ORD-1900 ,Rohit,,P_300,,,477.48,,Credit Card,Pending,23-07-2023
ORD-1803,Ankit#,demo@outlook.com,,Fashion,2,403.86,,Credit Card,Delivered,10-12-2023
ORD-1356,Rahul@,demo@outlook.com,,Fashion,2,90.23,,,,06-02-2023
ORD-1154,Rahul@,,P#200,,1,237.91,,Net banking,,12-06-2023
ORD-1725,S@nja y,test@yahoo.com,P-100@,Home & Kitchen,1,445.6,,Paypal,Pending,04-10-2023
ORD-1651,,user@gmail.com,P 400,Home & Kitchen,1,475.13,,Credit Card,Delivered,30-11-2023
ORD-1366,S@nja y,user@gmail.com,,Home & Kitchen,10,260.33,,,,25-09-2023
ORD-2075,Rohit,wrong@email@.com,P_300,Fashion,5,326.04,,Cash on Delivery,Pending,27-12-2023
ORD-2042,S@nja y,wrong@email@.com,P-100@,Home & Kitchen,2,125.17,,Net banking,,09/19/2023
ORD-1124,Priya,wrong@email@.com,,,2,496.03,,Paypal,Delivered,02-05-2023
